subject,source_family,period,metric_key,metric_name,official_value,official_unit,verification_status,verification_count,official_source_label,official_source_url,verification_method,note
Hong Kong household demand capacity,C&SD domestic households and income,3-month ending 2022-08,domestic_households,Domestic households,2665.4,thousand households,official_match,4,C&SD Statistics on domestic households,https://www.censtatd.gov.hk/en/web_table.html?id=130-06102,official_mdt_csv_plus_component_metadata_plus_language_metadata_plus_web_table_crosscheck,"Official C&SD MDT CSV retained. Number of domestic households are rounded to the nearest hundred. Number of median monthly household incomes are rounded to the nearest hundred. For annual estimates less than 1 000 and quarterly estimates less than 3 000, they should be interpreted with caution due to relatively large sampling error. Starting from 2001, annual figures are compiled based on the survey results of the General Household Survey from January to December of the year concerned as well as the mid-year population estimates and may be regarded as referring to the overall situation of the whole year. Source: General Household Survey Section (3), Census and Statistics Department (Enquiry telephone no. : 2887 5508 Enquiry e-mail : ghs@censtatd.gov.hk ). Cells with C&SD special display value 9 or -1 are excluded and not estimated."
Hong Kong household demand capacity,C&SD domestic households and income,3-month ending 2022-09,domestic_households,Domestic households,2676.9,thousand households,official_match,4,C&SD Statistics on domestic households,https://www.censtatd.gov.hk/en/web_table.html?id=130-06102,official_mdt_csv_plus_component_metadata_plus_language_metadata_plus_web_table_crosscheck,"Official C&SD MDT CSV retained. Number of domestic households are rounded to the nearest hundred. Number of median monthly household incomes are rounded to the nearest hundred. For annual estimates less than 1 000 and quarterly estimates less than 3 000, they should be interpreted with caution due to relatively large sampling error. Starting from 2001, annual figures are compiled based on the survey results of the General Household Survey from January to December of the year concerned as well as the mid-year population estimates and may be regarded as referring to the overall situation of the whole year. Source: General Household Survey Section (3), Census and Statistics Department (Enquiry telephone no. : 2887 5508 Enquiry e-mail : ghs@censtatd.gov.hk ). Cells with C&SD special display value 9 or -1 are excluded and not estimated."
Hong Kong household demand capacity,C&SD domestic households and income,2023,domestic_households,Domestic households,2700.4,thousand households,official_match,4,C&SD Statistics on domestic households,https://www.censtatd.gov.hk/en/web_table.html?id=130-06102,official_mdt_csv_plus_component_metadata_plus_language_metadata_plus_web_table_crosscheck,"Official C&SD MDT CSV retained. Number of domestic households are rounded to the nearest hundred. Number of median monthly household incomes are rounded to the nearest hundred. For annual estimates less than 1 000 and quarterly estimates less than 3 000, they should be interpreted with caution due to relatively large sampling error. Starting from 2001, annual figures are compiled based on the survey results of the General Household Survey from January to December of the year concerned as well as the mid-year population estimates and may be regarded as referring to the overall situation of the whole year. Source: General Household Survey Section (3), Census and Statistics Department (Enquiry telephone no. : 2887 5508 Enquiry e-mail : ghs@censtatd.gov.hk ). Cells with C&SD special display value 9 or -1 are excluded and not estimated."
Hong Kong household demand capacity,C&SD domestic households and income,3-month ending 2023-01,domestic_households,Domestic households,2708.3,thousand households,official_match,4,C&SD Statistics on domestic households,https://www.censtatd.gov.hk/en/web_table.html?id=130-06102,official_mdt_csv_plus_component_metadata_plus_language_metadata_plus_web_table_crosscheck,"Official C&SD MDT CSV retained. Number of domestic households are rounded to the nearest hundred. Number of median monthly household incomes are rounded to the nearest hundred. For annual estimates less than 1 000 and quarterly estimates less than 3 000, they should be interpreted with caution due to relatively large sampling error. Starting from 2001, annual figures are compiled based on the survey results of the General Household Survey from January to December of the year concerned as well as the mid-year population estimates and may be regarded as referring to the overall situation of the whole year. Source: General Household Survey Section (3), Census and Statistics Department (Enquiry telephone no. : 2887 5508 Enquiry e-mail : ghs@censtatd.gov.hk ). Cells with C&SD special display value 9 or -1 are excluded and not estimated."
Hong Kong household demand capacity,C&SD domestic households and income,3-month ending 2023-10,domestic_households,Domestic households,2727.5,thousand households,official_match,4,C&SD Statistics on domestic households,https://www.censtatd.gov.hk/en/web_table.html?id=130-06102,official_mdt_csv_plus_component_metadata_plus_language_metadata_plus_web_table_crosscheck,"Official C&SD MDT CSV retained. Number of domestic households are rounded to the nearest hundred. Number of median monthly household incomes are rounded to the nearest hundred. For annual estimates less than 1 000 and quarterly estimates less than 3 000, they should be interpreted with caution due to relatively large sampling error. Starting from 2001, annual figures are compiled based on the survey results of the General Household Survey from January to December of the year concerned as well as the mid-year population estimates and may be regarded as referring to the overall situation of the whole year. Source: General Household Survey Section (3), Census and Statistics Department (Enquiry telephone no. : 2887 5508 Enquiry e-mail : ghs@censtatd.gov.hk ). Cells with C&SD special display value 9 or -1 are excluded and not estimated."
Hong Kong household demand capacity,C&SD domestic households and income,3-month ending 2023-11,domestic_households,Domestic households,2723.0,thousand households,official_match,4,C&SD Statistics on domestic households,https://www.censtatd.gov.hk/en/web_table.html?id=130-06102,official_mdt_csv_plus_component_metadata_plus_language_metadata_plus_web_table_crosscheck,"Official C&SD MDT CSV retained. Number of domestic households are rounded to the nearest hundred. Number of median monthly household incomes are rounded to the nearest hundred. For annual estimates less than 1 000 and quarterly estimates less than 3 000, they should be interpreted with caution due to relatively large sampling error. Starting from 2001, annual figures are compiled based on the survey results of the General Household Survey from January to December of the year concerned as well as the mid-year population estimates and may be regarded as referring to the overall situation of the whole year. Source: General Household Survey Section (3), Census and Statistics Department (Enquiry telephone no. : 2887 5508 Enquiry e-mail : ghs@censtatd.gov.hk ). Cells with C&SD special display value 9 or -1 are excluded and not estimated."
Hong Kong household demand capacity,C&SD domestic households and income,3-month ending 2023-12,domestic_households,Domestic households,2726.6,thousand households,official_match,4,C&SD Statistics on domestic households,https://www.censtatd.gov.hk/en/web_table.html?id=130-06102,official_mdt_csv_plus_component_metadata_plus_language_metadata_plus_web_table_crosscheck,"Official C&SD MDT CSV retained. Number of domestic households are rounded to the nearest hundred. Number of median monthly household incomes are rounded to the nearest hundred. For annual estimates less than 1 000 and quarterly estimates less than 3 000, they should be interpreted with caution due to relatively large sampling error. Starting from 2001, annual figures are compiled based on the survey results of the General Household Survey from January to December of the year concerned as well as the mid-year population estimates and may be regarded as referring to the overall situation of the whole year. Source: General Household Survey Section (3), Census and Statistics Department (Enquiry telephone no. : 2887 5508 Enquiry e-mail : ghs@censtatd.gov.hk ). Cells with C&SD special display value 9 or -1 are excluded and not estimated."
Hong Kong household demand capacity,C&SD domestic households and income,3-month ending 2023-02,domestic_households,Domestic households,2711.9,thousand households,official_match,4,C&SD Statistics on domestic households,https://www.censtatd.gov.hk/en/web_table.html?id=130-06102,official_mdt_csv_plus_component_metadata_plus_language_metadata_plus_web_table_crosscheck,"Official C&SD MDT CSV retained. Number of domestic households are rounded to the nearest hundred. Number of median monthly household incomes are rounded to the nearest hundred. For annual estimates less than 1 000 and quarterly estimates less than 3 000, they should be interpreted with caution due to relatively large sampling error. Starting from 2001, annual figures are compiled based on the survey results of the General Household Survey from January to December of the year concerned as well as the mid-year population estimates and may be regarded as referring to the overall situation of the whole year. Source: General Household Survey Section (3), Census and Statistics Department (Enquiry telephone no. : 2887 5508 Enquiry e-mail : ghs@censtatd.gov.hk ). Cells with C&SD special display value 9 or -1 are excluded and not estimated."
Hong Kong household demand capacity,C&SD domestic households and income,3-month ending 2023-03,domestic_households,Domestic households,2712.8,thousand households,official_match,4,C&SD Statistics on domestic households,https://www.censtatd.gov.hk/en/web_table.html?id=130-06102,official_mdt_csv_plus_component_metadata_plus_language_metadata_plus_web_table_crosscheck,"Official C&SD MDT CSV retained. Number of domestic households are rounded to the nearest hundred. Number of median monthly household incomes are rounded to the nearest hundred. For annual estimates less than 1 000 and quarterly estimates less than 3 000, they should be interpreted with caution due to relatively large sampling error. Starting from 2001, annual figures are compiled based on the survey results of the General Household Survey from January to December of the year concerned as well as the mid-year population estimates and may be regarded as referring to the overall situation of the whole year. Source: General Household Survey Section (3), Census and Statistics Department (Enquiry telephone no. : 2887 5508 Enquiry e-mail : ghs@censtatd.gov.hk ). Cells with C&SD special display value 9 or -1 are excluded and not estimated."
Hong Kong household demand capacity,C&SD domestic households and income,3-month ending 2023-04,domestic_households,Domestic households,2716.9,thousand households,official_match,4,C&SD Statistics on domestic households,https://www.censtatd.gov.hk/en/web_table.html?id=130-06102,official_mdt_csv_plus_component_metadata_plus_language_metadata_plus_web_table_crosscheck,"Official C&SD MDT CSV retained. Number of domestic households are rounded to the nearest hundred. Number of median monthly household incomes are rounded to the nearest hundred. For annual estimates less than 1 000 and quarterly estimates less than 3 000, they should be interpreted with caution due to relatively large sampling error. Starting from 2001, annual figures are compiled based on the survey results of the General Household Survey from January to December of the year concerned as well as the mid-year population estimates and may be regarded as referring to the overall situation of the whole year. Source: General Household Survey Section (3), Census and Statistics Department (Enquiry telephone no. : 2887 5508 Enquiry e-mail : ghs@censtatd.gov.hk ). Cells with C&SD special display value 9 or -1 are excluded and not estimated."
Hong Kong household demand capacity,C&SD domestic households and income,3-month ending 2023-05,domestic_households,Domestic households,2717.7,thousand households,official_match,4,C&SD Statistics on domestic households,https://www.censtatd.gov.hk/en/web_table.html?id=130-06102,official_mdt_csv_plus_component_metadata_plus_language_metadata_plus_web_table_crosscheck,"Official C&SD MDT CSV retained. Number of domestic households are rounded to the nearest hundred. Number of median monthly household incomes are rounded to the nearest hundred. For annual estimates less than 1 000 and quarterly estimates less than 3 000, they should be interpreted with caution due to relatively large sampling error. Starting from 2001, annual figures are compiled based on the survey results of the General Household Survey from January to December of the year concerned as well as the mid-year population estimates and may be regarded as referring to the overall situation of the whole year. Source: General Household Survey Section (3), Census and Statistics Department (Enquiry telephone no. : 2887 5508 Enquiry e-mail : ghs@censtatd.gov.hk ). Cells with C&SD special display value 9 or -1 are excluded and not estimated."
Hong Kong household demand capacity,C&SD domestic households and income,3-month ending 2023-06,domestic_households,Domestic households,2718.6,thousand households,official_match,4,C&SD Statistics on domestic households,https://www.censtatd.gov.hk/en/web_table.html?id=130-06102,official_mdt_csv_plus_component_metadata_plus_language_metadata_plus_web_table_crosscheck,"Official C&SD MDT CSV retained. Number of domestic households are rounded to the nearest hundred. Number of median monthly household incomes are rounded to the nearest hundred. For annual estimates less than 1 000 and quarterly estimates less than 3 000, they should be interpreted with caution due to relatively large sampling error. Starting from 2001, annual figures are compiled based on the survey results of the General Household Survey from January to December of the year concerned as well as the mid-year population estimates and may be regarded as referring to the overall situation of the whole year. Source: General Household Survey Section (3), Census and Statistics Department (Enquiry telephone no. : 2887 5508 Enquiry e-mail : ghs@censtatd.gov.hk ). Cells with C&SD special display value 9 or -1 are excluded and not estimated."
Hong Kong household demand capacity,C&SD domestic households and income,3-month ending 2023-07,domestic_households,Domestic households,2722.4,thousand households,official_match,4,C&SD Statistics on domestic households,https://www.censtatd.gov.hk/en/web_table.html?id=130-06102,official_mdt_csv_plus_component_metadata_plus_language_metadata_plus_web_table_crosscheck,"Official C&SD MDT CSV retained. Number of domestic households are rounded to the nearest hundred. Number of median monthly household incomes are rounded to the nearest hundred. For annual estimates less than 1 000 and quarterly estimates less than 3 000, they should be interpreted with caution due to relatively large sampling error. Starting from 2001, annual figures are compiled based on the survey results of the General Household Survey from January to December of the year concerned as well as the mid-year population estimates and may be regarded as referring to the overall situation of the whole year. Source: General Household Survey Section (3), Census and Statistics Department (Enquiry telephone no. : 2887 5508 Enquiry e-mail : ghs@censtatd.gov.hk ). Cells with C&SD special display value 9 or -1 are excluded and not estimated."
Hong Kong household demand capacity,C&SD domestic households and income,3-month ending 2023-08,domestic_households,Domestic households,2730.6,thousand households,official_match,4,C&SD Statistics on domestic households,https://www.censtatd.gov.hk/en/web_table.html?id=130-06102,official_mdt_csv_plus_component_metadata_plus_language_metadata_plus_web_table_crosscheck,"Official C&SD MDT CSV retained. Number of domestic households are rounded to the nearest hundred. Number of median monthly household incomes are rounded to the nearest hundred. For annual estimates less than 1 000 and quarterly estimates less than 3 000, they should be interpreted with caution due to relatively large sampling error. Starting from 2001, annual figures are compiled based on the survey results of the General Household Survey from January to December of the year concerned as well as the mid-year population estimates and may be regarded as referring to the overall situation of the whole year. Source: General Household Survey Section (3), Census and Statistics Department (Enquiry telephone no. : 2887 5508 Enquiry e-mail : ghs@censtatd.gov.hk ). Cells with C&SD special display value 9 or -1 are excluded and not estimated."
Hong Kong household demand capacity,C&SD domestic households and income,3-month ending 2023-09,domestic_households,Domestic households,2729.8,thousand households,official_match,4,C&SD Statistics on domestic households,https://www.censtatd.gov.hk/en/web_table.html?id=130-06102,official_mdt_csv_plus_component_metadata_plus_language_metadata_plus_web_table_crosscheck,"Official C&SD MDT CSV retained. Number of domestic households are rounded to the nearest hundred. Number of median monthly household incomes are rounded to the nearest hundred. For annual estimates less than 1 000 and quarterly estimates less than 3 000, they should be interpreted with caution due to relatively large sampling error. Starting from 2001, annual figures are compiled based on the survey results of the General Household Survey from January to December of the year concerned as well as the mid-year population estimates and may be regarded as referring to the overall situation of the whole year. Source: General Household Survey Section (3), Census and Statistics Department (Enquiry telephone no. : 2887 5508 Enquiry e-mail : ghs@censtatd.gov.hk ). Cells with C&SD special display value 9 or -1 are excluded and not estimated."
Hong Kong household demand capacity,C&SD domestic households and income,2024,domestic_households,Domestic households,2763.1,thousand households,official_match,4,C&SD Statistics on domestic households,https://www.censtatd.gov.hk/en/web_table.html?id=130-06102,official_mdt_csv_plus_component_metadata_plus_language_metadata_plus_web_table_crosscheck,"Official C&SD MDT CSV retained. Number of domestic households are rounded to the nearest hundred. Number of median monthly household incomes are rounded to the nearest hundred. For annual estimates less than 1 000 and quarterly estimates less than 3 000, they should be interpreted with caution due to relatively large sampling error. Starting from 2001, annual figures are compiled based on the survey results of the General Household Survey from January to December of the year concerned as well as the mid-year population estimates and may be regarded as referring to the overall situation of the whole year. Source: General Household Survey Section (3), Census and Statistics Department (Enquiry telephone no. : 2887 5508 Enquiry e-mail : ghs@censtatd.gov.hk ). Cells with C&SD special display value 9 or -1 are excluded and not estimated."
Hong Kong household demand capacity,C&SD domestic households and income,3-month ending 2024-01,domestic_households,Domestic households,2730.0,thousand households,official_match,4,C&SD Statistics on domestic households,https://www.censtatd.gov.hk/en/web_table.html?id=130-06102,official_mdt_csv_plus_component_metadata_plus_language_metadata_plus_web_table_crosscheck,"Official C&SD MDT CSV retained. Number of domestic households are rounded to the nearest hundred. Number of median monthly household incomes are rounded to the nearest hundred. For annual estimates less than 1 000 and quarterly estimates less than 3 000, they should be interpreted with caution due to relatively large sampling error. Starting from 2001, annual figures are compiled based on the survey results of the General Household Survey from January to December of the year concerned as well as the mid-year population estimates and may be regarded as referring to the overall situation of the whole year. Source: General Household Survey Section (3), Census and Statistics Department (Enquiry telephone no. : 2887 5508 Enquiry e-mail : ghs@censtatd.gov.hk ). Cells with C&SD special display value 9 or -1 are excluded and not estimated."
Hong Kong household demand capacity,C&SD domestic households and income,3-month ending 2024-10,domestic_households,Domestic households,2762.3,thousand households,official_match,4,C&SD Statistics on domestic households,https://www.censtatd.gov.hk/en/web_table.html?id=130-06102,official_mdt_csv_plus_component_metadata_plus_language_metadata_plus_web_table_crosscheck,"Official C&SD MDT CSV retained. Number of domestic households are rounded to the nearest hundred. Number of median monthly household incomes are rounded to the nearest hundred. For annual estimates less than 1 000 and quarterly estimates less than 3 000, they should be interpreted with caution due to relatively large sampling error. Starting from 2001, annual figures are compiled based on the survey results of the General Household Survey from January to December of the year concerned as well as the mid-year population estimates and may be regarded as referring to the overall situation of the whole year. Source: General Household Survey Section (3), Census and Statistics Department (Enquiry telephone no. : 2887 5508 Enquiry e-mail : ghs@censtatd.gov.hk ). Cells with C&SD special display value 9 or -1 are excluded and not estimated."
Hong Kong household demand capacity,C&SD domestic households and income,3-month ending 2024-11,domestic_households,Domestic households,2761.1,thousand households,official_match,4,C&SD Statistics on domestic households,https://www.censtatd.gov.hk/en/web_table.html?id=130-06102,official_mdt_csv_plus_component_metadata_plus_language_metadata_plus_web_table_crosscheck,"Official C&SD MDT CSV retained. Number of domestic households are rounded to the nearest hundred. Number of median monthly household incomes are rounded to the nearest hundred. For annual estimates less than 1 000 and quarterly estimates less than 3 000, they should be interpreted with caution due to relatively large sampling error. Starting from 2001, annual figures are compiled based on the survey results of the General Household Survey from January to December of the year concerned as well as the mid-year population estimates and may be regarded as referring to the overall situation of the whole year. Source: General Household Survey Section (3), Census and Statistics Department (Enquiry telephone no. : 2887 5508 Enquiry e-mail : ghs@censtatd.gov.hk ). Cells with C&SD special display value 9 or -1 are excluded and not estimated."
Hong Kong household demand capacity,C&SD domestic households and income,3-month ending 2024-12,domestic_households,Domestic households,2758.4,thousand households,official_match,4,C&SD Statistics on domestic households,https://www.censtatd.gov.hk/en/web_table.html?id=130-06102,official_mdt_csv_plus_component_metadata_plus_language_metadata_plus_web_table_crosscheck,"Official C&SD MDT CSV retained. Number of domestic households are rounded to the nearest hundred. Number of median monthly household incomes are rounded to the nearest hundred. For annual estimates less than 1 000 and quarterly estimates less than 3 000, they should be interpreted with caution due to relatively large sampling error. Starting from 2001, annual figures are compiled based on the survey results of the General Household Survey from January to December of the year concerned as well as the mid-year population estimates and may be regarded as referring to the overall situation of the whole year. Source: General Household Survey Section (3), Census and Statistics Department (Enquiry telephone no. : 2887 5508 Enquiry e-mail : ghs@censtatd.gov.hk ). Cells with C&SD special display value 9 or -1 are excluded and not estimated."
Hong Kong household demand capacity,C&SD domestic households and income,3-month ending 2024-02,domestic_households,Domestic households,2736.1,thousand households,official_match,4,C&SD Statistics on domestic households,https://www.censtatd.gov.hk/en/web_table.html?id=130-06102,official_mdt_csv_plus_component_metadata_plus_language_metadata_plus_web_table_crosscheck,"Official C&SD MDT CSV retained. Number of domestic households are rounded to the nearest hundred. Number of median monthly household incomes are rounded to the nearest hundred. For annual estimates less than 1 000 and quarterly estimates less than 3 000, they should be interpreted with caution due to relatively large sampling error. Starting from 2001, annual figures are compiled based on the survey results of the General Household Survey from January to December of the year concerned as well as the mid-year population estimates and may be regarded as referring to the overall situation of the whole year. Source: General Household Survey Section (3), Census and Statistics Department (Enquiry telephone no. : 2887 5508 Enquiry e-mail : ghs@censtatd.gov.hk ). Cells with C&SD special display value 9 or -1 are excluded and not estimated."
Hong Kong household demand capacity,C&SD domestic households and income,3-month ending 2024-03,domestic_households,Domestic households,2740.2,thousand households,official_match,4,C&SD Statistics on domestic households,https://www.censtatd.gov.hk/en/web_table.html?id=130-06102,official_mdt_csv_plus_component_metadata_plus_language_metadata_plus_web_table_crosscheck,"Official C&SD MDT CSV retained. Number of domestic households are rounded to the nearest hundred. Number of median monthly household incomes are rounded to the nearest hundred. For annual estimates less than 1 000 and quarterly estimates less than 3 000, they should be interpreted with caution due to relatively large sampling error. Starting from 2001, annual figures are compiled based on the survey results of the General Household Survey from January to December of the year concerned as well as the mid-year population estimates and may be regarded as referring to the overall situation of the whole year. Source: General Household Survey Section (3), Census and Statistics Department (Enquiry telephone no. : 2887 5508 Enquiry e-mail : ghs@censtatd.gov.hk ). Cells with C&SD special display value 9 or -1 are excluded and not estimated."
Hong Kong household demand capacity,C&SD domestic households and income,3-month ending 2024-04,domestic_households,Domestic households,2744.2,thousand households,official_match,4,C&SD Statistics on domestic households,https://www.censtatd.gov.hk/en/web_table.html?id=130-06102,official_mdt_csv_plus_component_metadata_plus_language_metadata_plus_web_table_crosscheck,"Official C&SD MDT CSV retained. Number of domestic households are rounded to the nearest hundred. Number of median monthly household incomes are rounded to the nearest hundred. For annual estimates less than 1 000 and quarterly estimates less than 3 000, they should be interpreted with caution due to relatively large sampling error. Starting from 2001, annual figures are compiled based on the survey results of the General Household Survey from January to December of the year concerned as well as the mid-year population estimates and may be regarded as referring to the overall situation of the whole year. Source: General Household Survey Section (3), Census and Statistics Department (Enquiry telephone no. : 2887 5508 Enquiry e-mail : ghs@censtatd.gov.hk ). Cells with C&SD special display value 9 or -1 are excluded and not estimated."
Hong Kong household demand capacity,C&SD domestic households and income,3-month ending 2024-05,domestic_households,Domestic households,2748.6,thousand households,official_match,4,C&SD Statistics on domestic households,https://www.censtatd.gov.hk/en/web_table.html?id=130-06102,official_mdt_csv_plus_component_metadata_plus_language_metadata_plus_web_table_crosscheck,"Official C&SD MDT CSV retained. Number of domestic households are rounded to the nearest hundred. Number of median monthly household incomes are rounded to the nearest hundred. For annual estimates less than 1 000 and quarterly estimates less than 3 000, they should be interpreted with caution due to relatively large sampling error. Starting from 2001, annual figures are compiled based on the survey results of the General Household Survey from January to December of the year concerned as well as the mid-year population estimates and may be regarded as referring to the overall situation of the whole year. Source: General Household Survey Section (3), Census and Statistics Department (Enquiry telephone no. : 2887 5508 Enquiry e-mail : ghs@censtatd.gov.hk ). Cells with C&SD special display value 9 or -1 are excluded and not estimated."
Hong Kong household demand capacity,C&SD domestic households and income,3-month ending 2024-06,domestic_households,Domestic households,2754.2,thousand households,official_match,4,C&SD Statistics on domestic households,https://www.censtatd.gov.hk/en/web_table.html?id=130-06102,official_mdt_csv_plus_component_metadata_plus_language_metadata_plus_web_table_crosscheck,"Official C&SD MDT CSV retained. Number of domestic households are rounded to the nearest hundred. Number of median monthly household incomes are rounded to the nearest hundred. For annual estimates less than 1 000 and quarterly estimates less than 3 000, they should be interpreted with caution due to relatively large sampling error. Starting from 2001, annual figures are compiled based on the survey results of the General Household Survey from January to December of the year concerned as well as the mid-year population estimates and may be regarded as referring to the overall situation of the whole year. Source: General Household Survey Section (3), Census and Statistics Department (Enquiry telephone no. : 2887 5508 Enquiry e-mail : ghs@censtatd.gov.hk ). Cells with C&SD special display value 9 or -1 are excluded and not estimated."
Hong Kong household demand capacity,C&SD domestic households and income,3-month ending 2024-07,domestic_households,Domestic households,2761.0,thousand households,official_match,4,C&SD Statistics on domestic households,https://www.censtatd.gov.hk/en/web_table.html?id=130-06102,official_mdt_csv_plus_component_metadata_plus_language_metadata_plus_web_table_crosscheck,"Official C&SD MDT CSV retained. Number of domestic households are rounded to the nearest hundred. Number of median monthly household incomes are rounded to the nearest hundred. For annual estimates less than 1 000 and quarterly estimates less than 3 000, they should be interpreted with caution due to relatively large sampling error. Starting from 2001, annual figures are compiled based on the survey results of the General Household Survey from January to December of the year concerned as well as the mid-year population estimates and may be regarded as referring to the overall situation of the whole year. Source: General Household Survey Section (3), Census and Statistics Department (Enquiry telephone no. : 2887 5508 Enquiry e-mail : ghs@censtatd.gov.hk ). Cells with C&SD special display value 9 or -1 are excluded and not estimated."
Hong Kong household demand capacity,C&SD domestic households and income,3-month ending 2024-08,domestic_households,Domestic households,2766.2,thousand households,official_match,4,C&SD Statistics on domestic households,https://www.censtatd.gov.hk/en/web_table.html?id=130-06102,official_mdt_csv_plus_component_metadata_plus_language_metadata_plus_web_table_crosscheck,"Official C&SD MDT CSV retained. Number of domestic households are rounded to the nearest hundred. Number of median monthly household incomes are rounded to the nearest hundred. For annual estimates less than 1 000 and quarterly estimates less than 3 000, they should be interpreted with caution due to relatively large sampling error. Starting from 2001, annual figures are compiled based on the survey results of the General Household Survey from January to December of the year concerned as well as the mid-year population estimates and may be regarded as referring to the overall situation of the whole year. Source: General Household Survey Section (3), Census and Statistics Department (Enquiry telephone no. : 2887 5508 Enquiry e-mail : ghs@censtatd.gov.hk ). Cells with C&SD special display value 9 or -1 are excluded and not estimated."
Hong Kong household demand capacity,C&SD domestic households and income,3-month ending 2024-09,domestic_households,Domestic households,2764.0,thousand households,official_match,4,C&SD Statistics on domestic households,https://www.censtatd.gov.hk/en/web_table.html?id=130-06102,official_mdt_csv_plus_component_metadata_plus_language_metadata_plus_web_table_crosscheck,"Official C&SD MDT CSV retained. Number of domestic households are rounded to the nearest hundred. Number of median monthly household incomes are rounded to the nearest hundred. For annual estimates less than 1 000 and quarterly estimates less than 3 000, they should be interpreted with caution due to relatively large sampling error. Starting from 2001, annual figures are compiled based on the survey results of the General Household Survey from January to December of the year concerned as well as the mid-year population estimates and may be regarded as referring to the overall situation of the whole year. Source: General Household Survey Section (3), Census and Statistics Department (Enquiry telephone no. : 2887 5508 Enquiry e-mail : ghs@censtatd.gov.hk ). Cells with C&SD special display value 9 or -1 are excluded and not estimated."
Hong Kong household demand capacity,C&SD domestic households and income,2025,domestic_households,Domestic households,2778.1,thousand households,official_match,4,C&SD Statistics on domestic households,https://www.censtatd.gov.hk/en/web_table.html?id=130-06102,official_mdt_csv_plus_component_metadata_plus_language_metadata_plus_web_table_crosscheck,"Official C&SD MDT CSV retained. Number of domestic households are rounded to the nearest hundred. Number of median monthly household incomes are rounded to the nearest hundred. For annual estimates less than 1 000 and quarterly estimates less than 3 000, they should be interpreted with caution due to relatively large sampling error. Starting from 2001, annual figures are compiled based on the survey results of the General Household Survey from January to December of the year concerned as well as the mid-year population estimates and may be regarded as referring to the overall situation of the whole year. Source: General Household Survey Section (3), Census and Statistics Department (Enquiry telephone no. : 2887 5508 Enquiry e-mail : ghs@censtatd.gov.hk ). Cells with C&SD special display value 9 or -1 are excluded and not estimated."
Hong Kong household demand capacity,C&SD domestic households and income,3-month ending 2025-01,domestic_households,Domestic households,2782.5,thousand households,official_match,4,C&SD Statistics on domestic households,https://www.censtatd.gov.hk/en/web_table.html?id=130-06102,official_mdt_csv_plus_component_metadata_plus_language_metadata_plus_web_table_crosscheck,"Official C&SD MDT CSV retained. Number of domestic households are rounded to the nearest hundred. Number of median monthly household incomes are rounded to the nearest hundred. For annual estimates less than 1 000 and quarterly estimates less than 3 000, they should be interpreted with caution due to relatively large sampling error. Starting from 2001, annual figures are compiled based on the survey results of the General Household Survey from January to December of the year concerned as well as the mid-year population estimates and may be regarded as referring to the overall situation of the whole year. Source: General Household Survey Section (3), Census and Statistics Department (Enquiry telephone no. : 2887 5508 Enquiry e-mail : ghs@censtatd.gov.hk ). Cells with C&SD special display value 9 or -1 are excluded and not estimated."
Hong Kong household demand capacity,C&SD domestic households and income,3-month ending 2025-10,domestic_households,Domestic households,2783.1,thousand households,official_match,4,C&SD Statistics on domestic households,https://www.censtatd.gov.hk/en/web_table.html?id=130-06102,official_mdt_csv_plus_component_metadata_plus_language_metadata_plus_web_table_crosscheck,"Official C&SD MDT CSV retained. Number of domestic households are rounded to the nearest hundred. Number of median monthly household incomes are rounded to the nearest hundred. For annual estimates less than 1 000 and quarterly estimates less than 3 000, they should be interpreted with caution due to relatively large sampling error. Starting from 2001, annual figures are compiled based on the survey results of the General Household Survey from January to December of the year concerned as well as the mid-year population estimates and may be regarded as referring to the overall situation of the whole year. Source: General Household Survey Section (3), Census and Statistics Department (Enquiry telephone no. : 2887 5508 Enquiry e-mail : ghs@censtatd.gov.hk ). Cells with C&SD special display value 9 or -1 are excluded and not estimated."
Hong Kong household demand capacity,C&SD domestic households and income,3-month ending 2025-11,domestic_households,Domestic households,2777.6,thousand households,official_match,4,C&SD Statistics on domestic households,https://www.censtatd.gov.hk/en/web_table.html?id=130-06102,official_mdt_csv_plus_component_metadata_plus_language_metadata_plus_web_table_crosscheck,"Official C&SD MDT CSV retained. Number of domestic households are rounded to the nearest hundred. Number of median monthly household incomes are rounded to the nearest hundred. For annual estimates less than 1 000 and quarterly estimates less than 3 000, they should be interpreted with caution due to relatively large sampling error. Starting from 2001, annual figures are compiled based on the survey results of the General Household Survey from January to December of the year concerned as well as the mid-year population estimates and may be regarded as referring to the overall situation of the whole year. Source: General Household Survey Section (3), Census and Statistics Department (Enquiry telephone no. : 2887 5508 Enquiry e-mail : ghs@censtatd.gov.hk ). Cells with C&SD special display value 9 or -1 are excluded and not estimated."
